BUNGCAER	??????????
ATRAMICR	??????????
VARAGILL	??????????
PANTROG	??????????
AIPYEYDO	??????????
DABORUSS	??????????
TROPCARI	??????????
BOTHJARC	??????????
DABORUSI	??????????
LIOPPOEC	??????????
DISPTYPU	??????????
CROTDURD	??????????
SALMSALA	??????????
DANIRERI	0110000000
AIPYLAEV	??????????
CROTOREG	??????????
MICRCORA	??????????
CELEWARR	??????????
NAJAKAOU	??????????
MASTNATA	??????????
CRYPNIGR	??????????
BITIARIE	??????????
AZEMFEAE	??????????
CALLRHOD	??????????
SPIRLANC	??????????
VARAPANO	??????????
THAMELEG	??????????
OXYUSCUS	??????????
PSEUCFAH	??????????
VARAGOUL	??????????
GERRINFE	??????????
SCHIMANS	1000000000
VIRISTEJ	??????????
MICRIKAH	??????????
MACAMULA	??????????
OPHIHANN	??????????
AGKICONT	??????????
MICRALTI	??????????
NOMALEUC	??????????
MICRFULV	??????????
LACHMUTA	??????????
XIPHMACU	??????????
AGKIPISC	??????????
DEMAVEST	??????????
PHILOLFE	??????????
THRAJACK	??????????
NAJASPUT	??????????
MUSMUSC	0101010111
BOTHMOOJ	??????????
LAMPFLUV	??????????
BUNGMULM	??????????
ATHENITS	??????????
GLOYHALY	??????????
VARAINDI	??????????
ONCOMYKI	??????????
MACAFASC	??????????
NAJAATRA	??????????
LEIOMADA	??????????
CAVIPORC	??????????
DRYSCORO	??????????
BUNGMULT	??????????
BOTHJARA	??????????
NAJAMOSS	??????????
RHABTIGT	??????????
CERBRYNC	??????????
RHABTIGR	??????????
TELEDHAR	??????????
LAPEHARD	??????????
VARASCAL	??????????
CROTVIRI	??????????
GALLGALL	0101100000
VARAACAN	??????????
PONGABEL	??????????
ACIPSINE	??????????
ECHIOCEL	??????????
POGOBARB	??????????
CANILUPU	0101010110
CERACERA	??????????
ORYCCUNI	??????????
ECHICARS	??????????
PSAMMOSS	??????????
OXYUSCUT	??????????
DEINACUT	??????????
ACIPSCHR	??????????
CROTHORR	??????????
VARAGLAU	??????????
SISTCATE	??????????
VIPENIKO	??????????
SUSSCRO	0101011000
TRIMBISC	??????????
AUSTSUPE	??????????
VARAVARI	??????????
AUSTLABI	??????????
CROTMOLO	??????????
BOSTAUR	0101010111
ECHICARI	??????????
MICRTENE	??????????
BITIGABO	??????????
SUTANIGR	??????????
ANOLCARO	??????????
NAJANAJA	??????????
LATISEMI	??????????
VARAKOMO	??????????
CROTADAM	??????????
PSEUAPOD	??????????
CRICGRIS	??????????
ONCOKETA	??????????
VIPEURSI	??????????
BOTHSCHL	??????????
VIPEBERU	??????????
MELEGALL	0101100000
GLOYBLOM	??????????
CROTATRO	??????????
BUNGCAND	??????????
EQUUCABA	??????????
BOTHNEUW	??????????
CRYPALBO	??????????
CERRGODM	??????????
HOPLSTEP	??????????
MACRLEBE	??????????
HOMOSAPI	0101010100
PSEUPORP	??????????
XENOTROP	??????????
LOXOAFRI	??????????
HELOCINC	??????????
SISTCATT	??????????
PROTELEG	??????????
XENOLAEV	??????????
NAJASAGI	??????????
VARAMITC	??????????
PROTJERD	??????????
BUNGFLAV	??????????
CALLJACC	??????????
ECHIPYRA	??????????
OREONILO	??????????
ENHYPOLY	??????????
TRIMGRAM	??????????
LATILATI	??????????
HELOHORR	??????????
PROTMUCR	??????????
VARAMERT	??????????
AILUMELA	??????????
CROTDURI	??????????
TAENGUTT	??????????
NOTESCUT	??????????
TRIMGRAC	??????????
GLOYUSSU	??????????
MONODOME	0101011000
RATTNORV	??????????
BUNGFASC	??????????
PSEUTEXT	??????????
OXYUMICR	??????????
PSEUAUST	??????????
CYPRCARP	??????????
VARATRIS	??????????
BOTHINSU	??????????
TRIMFLAV	??????????
WALTAEGY	??????????
BOTHASPE	??????????
PYTHMOLU	??????????
SAIMSCIU	??????????
